NameSpace 39_2013 40_2013 41_2013 42_2013 43_2013 44_2013 45_2013 46_2013 47_2013 48_2013 49_2013 50_2013 51_2013 52_2013 00_2014 01_2014 02_2014 03_2014 04_2014 05_2014 06_2014 07_2014 08_2014 09_2014 10_2014 11_2014 12_2014 13_2014 14_2014 15_2014 16_2014 17_2014
1125 1 0 0 1 0 0 0 0 3 0 7 2 0 0 0 188 0 29 0 0 0 0 3 2 1 0 0 0 0 0 0 0
1126 2 2 19 1 1 3 5 2 6 2 1 2 1 4 7 2 4 0 1 8 2 2 1 1 2 0 2 0 2 0 1 1
1127 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
1128 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1129 12 0 0 8 1 3 7 4 0 1 4 1 0 0 0 1 0 0 0 1 0 2 0 9 0 0 1 2 16 2 0 0
1130 1 14 6 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1131 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1132 2 9 3 14 4 4 3 2 4 1 1 3 3 0 0 2 6 5 5 3 1 14 5 7 3 3 4 2 1 1 1 0
1133 1 1 2 3 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1134 2 2 5 1 2 0 5 16 2 7 0 3 0 0 1 2 7 2 2 4 6 11 4 2 0 1 1 3 3 1 0 0
1135 16 7 46 21 40 16 191 20 3 15 7 1 0 0 0 0 23 14 9 2 0 0 3 17 18 6 0 0 3 3 1 0
1136 13 27 48 21 42 7 0 45 1 0 1 6 11 3 13 18 4 6 45 5 5 9 2 17 12 0 14 11 24 1 5 3
1137 8 9 22 8 4 9 70 147 2 48 3 1 10 0 1 3 5 9 6 6 1 4 4 8 3 0 0 0 0 0 0 1
1138 3 1 2 4 0 5 1 0 0 0 2 0 0 0 0 2 4 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0
1139 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1140 11 8 27 10 10 2 2 1 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1141 1 0 1 45 2 0 8 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 2 1 0 0 26 14 64 4 45 0
1142 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143 1 2 1 1 183 0 0 0 0 0 1 2 54 1 29 0 2 1 0 0 0 0 1 0 0 0 0 1 1 8 0 1
1144 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1145 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1146 19 10 0 26 7 14 34 8 7 8 44 72 0 0 0 129 11 9 4 0 0 10 17 162 4 10 10 10 5 5 10 0
1147 3 0 0 3 4 1 0 0 14 1 1 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148 1 2 0 20 0 0 31 17 17 16 7 0 0 0 0 26 2 0 0 3 23 0 0 0 0 0 0 0 3 0 11 0
1149 1 1 2 109 31 34 29 37 28 23 29 30 1 0 0 0 53 20 0 4 36 15 8 0 5 3 2 0 3 17 0 0
1150 10 0 11 0 0 14 3 10 4 2 1 0 5 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1151 1 4 0 0 1 0 0 0 3 0 0 0 0 1 1 0 0 0 0 6 0 0 2 1 0 0 3 0 0 0 0 0
1152 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1153 1 4 0 2 2 1 5 16 0 1 2 0 0 0 0 1 5 6 0 0 0 1 2 9 6 1 1 3 7 2 0 6
1154 3 3 0 1 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1155 16 7 18 12 3 0 16 5 9 9 6 9 4 0 3 1 5 4 2 3 2 0 0 3 8 2 1 1 1 1 2 2
1156 7 9 0 0 0 0 0 0 1 0 13 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1157 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
1158 1 6 2 0 1 1 0 0 0 0 1 0 0 0 0 0 11 1 1 0 2 0 13 5 0 2 5 0 1 1 0 0
1159 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1160 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1161 1 0 0 4 4 0 0 8 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
1162 4 8 0 0 0 6 35 9 165 21 17 10 82 12 63 13 12 17 11 35 60 30 23 19 12 8 60 78 10 8 0 0
1163 3 19 1 0 2 4 3 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1164 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1165 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1166 3 1 0 0 0 0 3 0 2 27 12 35 0 0 0 0 1 60 3 39 3 3 8 32 4 0 0 0 0 8 0 2
1167 7 5 1 2 0 1 1 2 2 10 2 7 0 1 12 2 1 7 17 3 3 2 66 3 3 2 5 9 2 4 5 14
1168 2 1 1 3 1 5 2 0 4 5 2 5 2 1 5 2 22 36 89 5 2 2 4 4 3 5 4 27 4 2 5 21
1169 30 17 12 9 5 10 8 55 3 8 39 17 0 0 0 42 6 19 12 11 6 8 3 3 4 13 7 66 89 4 1 4
1170 2 2 2 2 0 0 0 3 0 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
1171 5 2 4 8 2 15 2 14 29 7 5 3 3 0 3 18 5 16 4 3 14 53 10 2 8 2 3 16 31 3 21 0
1172 16 4 7 13 7 7 8 7 3 7 16 10 0 7 7 10 6 1 18 9 14 6 7 12 8 0 6 0 6 0 6 1
1173 47 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1174 3 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1175 1 20 5 0 0 90 0 0 0 18 0 4 0 0 0 2 1 1 2 2 0 0 0 0 0 0 0 2 2 0 0 12
1176 1 1 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1177 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1178 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1179 3 0 6 3 4 2 2 4 4 0 3 0 0 0 0 0 2 1 7 5 5 2 11 3 5 2 3 7 1 0 0 0
1180 2 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
1181 2 8 0 0 0 1 1 0 0 1 0 2 0 0 0 5 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
1182 153 164 96 69 61 58 80 46 31 15 98 64 1 0 0 12 18 20 52 19 5 1 2 1 0 1 0 0 0 0 0 0
1183 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184 2 1 0 1 1 0 0 0 0 1 4 104 0 0 0 0 0 0 0 3 0 1 0 2 1 0 2 0 0 0 0 0
1185 2 1 1 1 2 1 2 0 1 0 2 0 0 0 0 1 0 1 1 0 0 1 1 0 1 2 0 2 1 2 2 1
1186 3 0 0 0 0 0 0 0 21 4 0 1 0 0 0 23 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1187 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1188 2 51 5 0 2 0 2 9 0 0 0 8 1 0 2 6 2 2 7 0 0 0 2 0 1 3 3 2 2 1 1 1
1189 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1190 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1191 2 218 65 60 13 43 0 34 42 19 2 5 0 0 24 85 22 32 2 0 2 33 94 171 1 5 4 67 30 72 137 159
1192 28 0 2 0 1 12 2 0 30 1 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0
1193 2 0 6 0 1 1 2 0 7 1 0 0 0 0 1 0 0 0 1 0 1 1 2 1 3 4 3 0 2 2 0 1
1194 5 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 2 3 0 9 9 0 1
1195 1 0 0 0 0 1 2 0 3 0 0 0 0 0 1 0 0 0 1 0 1 1 2 1 1 1 1 1 1 1 0 0
1196 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1197 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
1198 1 0 1 0 0 0 1 0 3 0 0 0 0 0 1 0 0 0 2 0 1 1 2 1 0 1 1 3 2 2 0 1
1199 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 2 0 0 1
1200 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1
1201 3 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0
1202 1 2 23 7 2 2 9 7 1 1 8 3 6 0 5 4 7 5 7 9 3 4 3 5 4 7 6 3 2 1 4 10
1203 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1204 2 0 1 1 1 2 0 2 91 12 2 1 0 0 0 1 108 1 0 3 63 0 0 2 1 1 0 2 0 0 41 0
1205 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1206 1 2 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 4 1 1 0 1 0
1207 8 15 35 19 9 20 23 22 13 18 29 14 37 3 31 8 7 2 6 42 18 8 65 43 8 10 42 17 15 2 20 8
1208 33 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1209 2 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1210 1 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
1211 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1212 1 2 1 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1213 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1214 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1215 21 161 1 110 87 47 25 54 84 31 75 44 21 0 0 76 31 57 94 16 33 26 0 4 14 21 23 1 1 56 31 0
1216 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1217 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0
1218 6 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 1 2 1 0 0 0 0 0 0 0 0 0
1219 37 20 0 1 4 6 11 0 2 0 0 0 0 0 0 2 1 13 1 5 9 2 0 5 1 0 0 2 0 0 0 12
1220 1 0 0 0 17 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1221 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0
1222 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1223 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1224 2 1 1 7 0 1 1 1 2 0 1 3 0 0 0 1 0 1 4 0 0 1 1 0 0 0 0 0 0 0 0 0
1225 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1
1226 46 151 48 36 17 14 8 37 27 37 87 52 136 19 72 42 51 68 6 0 0 0 0 0 0 1 0 0 0 0 0 1
1227 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1228 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 2 0 0 26 2 0
1229 5 0 0 2 0 2 1 1 0 0 1 1 0 0 0 0 1 4 0 0 0 0 2 0 1 2 2 1 3 3 1 0
1230 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1231 1 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 0 1 2 0 1 0 1 0 0 0 0 0 0 2 1 0
1232 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 1 0 0 1 0 0 0 0 0 0
1233 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1234 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235 30 12 21 11 11 11 13 16 67 13 9 88 67 10 13 18 4 69 41 26 18 62 9 34 22 15 11 6 0 2 3 0
1236 6 3 35 2 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237 2 3 6 6 0 260 3 1 9 9 8 10 1 459 40 22 13 5 2 4 9 4 2 4 0 3 2 3 21 2 19 2
1238 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1240 87 0 0 3 0 0 0 0 0 1 2 0 8 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1241 12 1 0 1 0 2 2 0 2 0 2 0 0 0 3 1 6 0 0 0 0 0 0 3 0 2 0 0 1 0 0 0
1242 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243 6 0 0 2 12 2 4 5 7 6 75 14 41 3 36 9 32 9 9 6 3 37 4 27 18 28 10 10 29 2 0 0
1244 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
1245 2 0 0 1 1 0 8 13 5 3 5 0 1 1 0 0 0 0 0 0 0 2 18 3 3 0 0 27 4 3 0 0
1246 13 9 9 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1247 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1248 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1249 3 6 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1250 3 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1251 7 1 2 18 4 5 4 1 3 13 1 6 0 0 0 3 1 0 1 1 3 1 0 1 0 1 1 0 1 1 4 0
1252 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0
1253 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1254 2 1 1 0 1 2 2 1 0 1 1 0 0 0 0 3 2 1 0 2 1 3 0 0 10 0 0 0 0 0 0 0
1255 9 6 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1256 44 131 403 68 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1257 160 214 34 71 0 109 877 54 169 45 24 132 1 2 40 23 19 19 12 5 70 0 59 76 32 23 0 0 0 0 0 0
1258 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 8 1 8 0 0 0 0 0 0 0 0 0 0 0 0
1259 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1260 7 75 14 8 131 10 9 41 3 7 7 13 16 25 86 33 15 19 7 38 12 16 20 10 31 6 26 6 6 20 9 9
1261 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1262 1 0 1 1 2 4 3 4 4 6 5 7 6 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
1263 13 35 5 4 3 3 2 0 0 3 47 1 0 0 2 1 3 3 0 3 0 0 0 3 0 0 0 0 0 0 0 0
1264 1 0 1 0 2 27 18 2 0 0 4 0 1 0 3 1 8 9 2 5 2 1 1 1 0 0 2 2 5 4 0 0
1265 155 52 60 56 15 13 2 4 0 33 46 48 0 0 3 4 33 17 92 12 404 351 48 122 20 0 0 0 0 0 0 0
1266 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 40 0 0 0 1 0 0 0 0
1267 1 6 7 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
1268 13 29 29 5 12 6 10 46 2 10 10 3 54 1 3 0 233 7 41 19 3 45 34 16 2 1 15 12 4 1 3 3
1269 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1270 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1271 26 40 18 12 13 0 2 5 2 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1272 7 21 13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1273 1 0 1 1 10 5 8 2 0 4 1 7 2 0 5 23 1 37 2 0 1 64 169 65 30 1 0 50 117 1 1 53
1274 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1275 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1276 5 11 0 0 3 0 2 7 3 4 3 9 0 0 1 15 2 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0
1277 301 31 127 328 1 5 1 3 15 3 36 54 12 0 0 10 4 1 1 5 1 0 9 15 5 1 0 0 2 0 0 0
1278 1 1 0 30 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 19 0 0 0 0 0
1279 3 1 1 2 0 0 0 0 11 4 12 63 1 0 1 0 0 0 4 2 8 10 16 6 0 1 3 20 6 14 3 1
1280 1 2 0 0 0 1 3 2 0 37 4 3 2 0 3 2 1 1 2 2 2 2 0 0 0 0 1 0 1 0 0 0
1281 1 3 143 0 26 94 107 0 44 3 2 1 0 0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1282 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1283 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1284 17 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1285 5 3 2 0 6 9 11 14 8 7 5 3 11 2 2 1 6 8 4 5 5 5 6 2 2 5 1 0 1 4 3 1
1286 1 0 20 2 3 1 2 2 1 2 2 0 0 0 0 0 0 2 1 1 2 1 1 1 2 3 1 3 2 2 1 2
1287 37 8 5 4 0 6 12 10 44 13 12 19 0 0 0 14 15 7 69 12 6 15 7 25 15 15 9 0 0 0 0 0
1288 4 3 4 6 0 6 4 6 14 8 14 30 0 0 0 5 8 5 35 14 8 5 5 24 3 4 2 0 0 0 0 0
1289 4 2 0 2 2 0 2 0 2 0 0 0 0 0 2 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
1290 1 12 1 0 9 1 1 0 3 1 196 4 1 0 0 39 83 111 139 4 9 5 0 0 0 0 0 0 0 0 0 0
1291 1 1 0 0 6 0 12 0 21 2 0 0 0 0 0 0 168 28 0 13 12 12 0 0 0 0 0 0 0 0 0 0
1292 130 10 9 0 11 17 1 1 2 2 1 0 0 0 0 6 1 0 1 1 0 0 3 5 6 2 1 4 11 11 6 1
1293 8 49 12 20 2 23 20 18 16 0 23 0 1 0 3 43 194 449 109 212 1 56 42 4 1 2 1 0 21 1 1 1
1294 4 1 62 1 0 8 0 1 0 0 4 0 0 0 0 1 1 10 3 2 1 2 0 1 1 2 1 0 3 1 2 1
1295 6 3 8 0 0 4 18 11 10 6 5 0 0 0 0 0 0 0 2 0 0 0 3 3 1 1 0 0 0 0 1 0
1296 7 8 20 7 7 8 13 14 10 7 18 0 7 3 5 9 7 15 8 12 37 18 38 12 1 3 9 27 11 14 11 5
1297 2 2 3 5 3 3 7 2 85 0 2 0 1 0 3 1 3 1 3 1 2 22 3 0 21 6 10 7 4 2 0 0
1298 2 7 31 11 3 0 1 16 21 5 15 20 4 12 1 50 0 1 20 0 1 0 4 6 27 0 0 0 4 1 0 0
1299 2 2 4 1 1 0 0 1 0 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1300 1 0 0 0 2 0 1 0 0 0 0 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1301 4 0 1 0 0 0 1 2 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1302 8 4 0 6 4 5 18 3 19 1 1 5 11 0 1 0 1 3 2 14 2 12 0 5 8 8 3 3 5 0 19 1
1303 4 1 4 6 5 5 41 25 27 9 4 12 9 0 0 6 11 6 32 20 6 4 10 32 63 4 53 11 34 135 3 3
1304 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
1305 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 2 0 0 0 0 0 0 0 0
1306 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0
1307 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1308 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1309 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1310 4 34 3 7 47 3 11 20 4 39 21 7 5 0 18 4 7 3 29 19 6 31 28 30 62 15 78 58 69 10 52 14
1311 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1312 1 0 0 0 0 0 0 0 0 0 105 5 0 0 0 11 0 4 0 1 33 2 9 0 7 1 0 10 0 10 10 1
1313 1 0 0 1 0 1 2 1 0 0 0 1 0 0 0 1 2 2 0 1 0 0 3 3 3 4 4 3 6 2 2 1
1314 3 4 2 1 1 0 9 1 1 2 2 4 0 0 1 0 13 10 5 1 0 1 3 1 2 1 2 1 1 7 0 0
1315 9 5 1 0 4 2 1 3 1 1 5 1 2 0 2 2 1 0 2 3 6 5 4 2 1 10 1 28 1 1 0 0
1316 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1317 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1318 57 159 2 2 2 1 1 5 2 121 3 4 4 0 6 2 0 1 0 0 0 0 0 0 0 0 0 0 109 6 7 5
1319 34 9 37 24 18 21 10 34 13 8 74 20 9 1 1 10 15 16 30 27 6 12 18 23 12 50 13 5 39 34 12 11
1320 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1321 1 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1322 204 15 4 11 19 3 13 3 8 32 72 29 52 3 19 66 45 61 69 33 35 182 35 79 32 28 51 0 0 0 0 0
1323 3 15 0 2 10 12 2 1 3 0 7 0 16 0 2 10 2 12 2 150 5 1 12 8 0 23 1 9 8 1 2 8
1324 9 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1325 1 1 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 7 0 3 0 0 5 3 6 1 0 0
1326 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0
1327 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328 1 0 5 0 0 0 0 1 15 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
1329 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1330 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
