NameSpace 39_2013 40_2013 41_2013 42_2013 43_2013 44_2013 45_2013 46_2013 47_2013 48_2013 49_2013 50_2013 51_2013 52_2013 00_2014 01_2014 02_2014 03_2014 04_2014 05_2014 06_2014 07_2014 08_2014 09_2014 10_2014 11_2014 12_2014 13_2014 14_2014 15_2014 16_2014 17_2014
8241 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8242 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
8243 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8244 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 308 1 2 0 25 2 11 5 3 10 9 3 13 5 0 0 0 0 0 0
8245 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8246 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8247 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8248 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8249 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 19 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
8250 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 11 11 8 19 8 4 4 10 6 10 2 7 4 5 22 4 18
8251 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
8252 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8253 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8254 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8255 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 13 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8256 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8257 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8258 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 3 6 80 10 11 3 5 0 1 6 0 1 45 0 0 0 0
8259 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0
8260 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 1 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0
8261 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8262 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
8263 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8264 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8265 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8266 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8267 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8268 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8269 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
8270 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
8271 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0
8272 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 18 3 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8273 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 2 6 3 4 2 1 2 1 0 1 2 2 1 0 0
8274 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8275 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8276 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
8277 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8278 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8279 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 3 29 53 35 171 50 25 12 5 7 9 22 27 17 13 10 4 3
8280 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8281 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 0 4 0 0 1 1 0 0 1 0 0 5 1 18 0 1 0 0
8282 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 7 9 0 8 4 2 0 0 2 6 3 14 3 0 0 0 0 0
8283 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8284 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8285 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8286 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6 0 1 21 12 5 0 0 5 7 0 0 1 7 3 13 13 41 3
8287 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
8288 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 0 0 0 0 1 0 0 0 0 0 66 0 0 0 0 0 0
8289 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8290 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8291 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 2 27 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8293 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8294 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20 0 0 0 0 0 81 0 0 0 0 0 0 1 0 0 0 0 0
8296 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8297 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8298 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1
8299 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8300 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 140 0 0 1 1 3 6 0 0 1 12 4 0 0 0 2 3 1
8301 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 7 3 5 0 0 0 1 0 0 3 2 0 1 0
8302 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8 0 2 1 2 3 0 0 0 1 0 0 0 0 1 0 0 0
8303 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8304 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8305 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11 0 0 0 14 1 1 2 16 1 1 1 2 0 0 0 0 0
8306 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 125 47 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0
8307 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8308 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8312 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8313 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
8314 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 3 4 26 2 3 0 24 0 0 0 0 0 0 0 0 0 0
8315 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 45 0 0 0 11 1 0 0 1 0 0 0 0 0 14 22 0 0
8316 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8317 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 3 0 1 0 0 0 0 1 0 0 0 0 0 0
8318 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8319 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8320 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8321 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
8322 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8323 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8324 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8325 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 1 2 1 1 0 0 6 0 0 1 0 0 0 0
8326 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8327 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 2 7 0 1 1 0 3 1 3 3 0 0 2 3 1 1
8328 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8329 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 5 13 0 10 10 9 1 0 0 0 0 11 0 0 0 1 0
8330 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8331 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8332 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8333 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8334 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0
8335 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0
8336 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8337 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
8338 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 2 6 3
8339 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8340 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 0 0 0 0 0 0 0 0 0 0 8 0 0 1 1 0 0
8341 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 122 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
8342 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0
8343 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8344 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 120 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8345 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8346 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8347 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8348 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 9 0 2 0 0 0 0 0 0 11 0 0 2 3 0 0 0
8349 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8350 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0
8351 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8352 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
8353 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8354 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8355 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8357 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8358 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 5 2 0 0 0 2 0 0 1 3 0 0 1 0 0 0 0
8359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8360 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8361 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8362 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8363 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8364 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8365 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8366 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8367 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8368 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0
8369 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8370 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8371 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8372 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 1 0 6 4 15 12 0 40 204 276 103 120 55 133
8373 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8374 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8375 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
8376 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 3 4 0 0 0 0 9 1 0 1 0 2 0 1 3 0
8377 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8378 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8379 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 44 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1
8380 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8381 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8382 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 9 0
8383 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 54 0 0 0 0 0 0 23 0 0 2 1 2 5 12 7 0 0
8384 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8385 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8386 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8387 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8388 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8389 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8390 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8391 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0
8392 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
8393 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 0 1 0 0 0 37 0 0 0 0 0 0 0 0 0 0
8394 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 1 3 1 1 6 0 0 0 0 0 0 0 0 0 0
8395 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8396 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
8397 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8398 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 12 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
8399 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0
8400 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6 1 1 1 0 0 0 0 0 0 0 3 0 0 1 0 0 0
8401 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8402 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 1 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
8403 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
8404 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 5 2 3 1 1 2 0 0 0 0 0 0 0 0 0 0
8405 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 109 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0
8406 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 5 24 37 3 49 13 0 8 0 3 0 0 0 0 0 0 0
8407 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8408 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8409 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8410 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8411 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8412 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8413 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8414 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
