NameSpace 27_2013 28_2013 29_2013 30_2013 31_2013 32_2013 33_2013 34_2013 35_2013 36_2013 37_2013 38_2013 39_2013 40_2013 41_2013 42_2013 43_2013 44_2013 45_2013 46_2013 47_2013 48_2013 49_2013 50_2013 51_2013 52_2013 00_2014 01_2014 02_2014 03_2014 04_2014 05_2014 06_2014 07_2014 08_2014 09_2014 10_2014 11_2014 12_2014 13_2014 14_2014 15_2014 16_2014 17_2014 18_2014 19_2014 20_2014 21_2014
1564 -1 -1 -1 -1 -1 -1 -1 -1 -1 62 1 236 1 1 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1565 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1566 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1567 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1568 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 11 3 0 56 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 4 0 3 0 0 0 11 0 2 1 4 1
1569 -1 -1 -1 -1 -1 -1 -1 -1 -1 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1570 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 20 9 5 3 2 0 5 3 2 3 2 8 8 0 0 0 0 7 10 6 4 3 3 5 1 3 0 8 1 5 3 0 0 0 0 0 0 0
1571 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1572 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 132 118 0 0 15 46 15 53 80 6 74 347 118 217 0 0 0 23 34 3 19 8 0 16 1 0 0 0 2 0 12 28 7 29 2 23 33 64
1573 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1574 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1575 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 2 0 0 4 0 1 1 2 1 0 1 0 0 1 0 0 4 0 1 4 0 0 1 1 1 1 1 0 0 0 0 0 1 0
1576 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 6 0 0 19 14 3 5 0 1 2 2 0 0 1 0 0 1 0 2 0 1 1 0 0 1 0 2 0 0 0 0 0 1 0
1577 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 1 0 0 3 1 1 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 1 0
1578 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1579 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1580 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1581 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1582 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1583 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 547 0 0 0 0 0 0 1 0 0
1585 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0
1586 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1587 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1588 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 113 930 1 13 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1589 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12 0 0 2 1 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 27 14 18 5 0
1590 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 25 1 0 15 1 1 0 1 19 0 5 1 1 2 0 0 8 1 1 1 1 2 0 1 2 0 3 0 0 0 0 0 0 0 0 0 0
1591 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1592 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1593 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 44 2 1 0 0 0 0 1 1 0 0 0 0 0 0 0 7 2 0 1 2 0 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0
1594 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1595 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0
1596 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1597 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 68 6 22 4 12 0 1 0 7 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0
1598 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
1599 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 42 28 8 0 0 2 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1600 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1601 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1602 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1603 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1604 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 1 0 4 3 2 2 9 1 1 17 0 0 0 0 0 10 2 7 2 2 5 0 5 7 12 4 13 9 4 0 0 0 0 0 0 0
1605 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1606 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1607 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 0 0 0 0 0 0 7 0 0 0 0 0 52 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
1608 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1609 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11 0 0 0 25 9 0 11 0 2 1 8 3 0 0 0 0 0 0 0 2 0 1 1 5 0 20 10 3 3 11 2 1 0 2 0 0 0
1610 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 2 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1611 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 5 7 6 1 3 3 3 2 0 1 6 1 3 0 0 0 1 45 39 8 33 13 0 2 0 7 0 14 22 0 0 0 1 0 0 0 2
1612 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1613 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 46 6 0 15 1 2 0 0 0 4 0 0 1 0 0 0 0 0 0 1 1 0 12 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1614 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1615 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1616 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1617 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1618 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 0 3 2 2 3 2 1 79 3 0 4 0 0 0 0 0 95 0 28 0 3 12 5 25 5 2 15 3 0 6 11 1 0 1 1 2 0
1619 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7 3 6 49 5 18 21 18 39 19 20 16 12 19 1 8 27 28 10 30 6 703 122 144 52 26 27 67 47 50 23 13 5 2 13 57 146 6
1620 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1621 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1622 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7 2 0 1 2 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1623 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1624 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1625 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1626 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1627 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1628 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1629 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 6 0 15 0 1 0 1 1 2 0 1 3 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 1 1 0 1 0 0 0 0
1630 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 226 0 0 0 0 0 0 0 0 0 1100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 386 5 1 0 0 0 0 0 0 0 0 0 0
1631 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1632 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1633 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1634 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 1 0
1636 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1637 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 2 19 2 1 1 1 0 0 0 0 0 0 0 0 0 1 2 3 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1639 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 58 7 12 119 54 221 238 74 13 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1640 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 2 11 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1641 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 325 3 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1642 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11 13 9 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1643 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1644 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1645 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 2 0 6 24 14 8 4 7 13 12 2 5 2 1 0 0 3 4 2 13 30 3 0 7 0 0 0 1 0 1 1 0 1 0 0 0 0
1646 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1647 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1648 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1649 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 1 13 0 2
1650 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 85 2 0 0 0 0 0 0 0 0 1 63 90 87 1 0 0 0 1 1 19 9 1 3 2 19 13 6 11 18 3 2 6 0 6 8 1 4
1651 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 2 2 4 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1652 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 2 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
1653 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 1 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
1654 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 154 7 40 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1655 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1656 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1657 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 0 0 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1658 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 33 0 2 0 0 0 0 1 0 0 0 0 0 0 8 0 30 0 0 0 0 0 0 31 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1659 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 7 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1660 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8 10 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1661 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8 3 6 5 0 0 0 3 84 0 37 18 6 9 0 0 0 0 0 0 53 15 36 0 92 32 0 0 7 19 11 5 0 7 31 0 68 8
1662 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 21 8 3 16 1 6 2 6 4 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
1663 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 9 6 1 1 1 2 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
1664 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1665 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1666 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 3 0 1 0 1 1 2 0 4 2 1 0 0 0 0 1 1 0 0 1 0 1 1 2 1 3 0 0 0 0 2 2 0 0 0 0
1667 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 12 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1668 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1669 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 6 1 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 32 63 5
1670 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 6 3 3 0 0 8 17 2 3 1 0 0 8 2 4 2 1 1 1 5 1 1 0 3 4 3 14 0 4 0 1 0 0
1671 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 209 0 114 0 0 169 13 15 0 0 0 0 0 2 1 0 0 0 22 0 7 0 6 70 64 0 4 0 1 0 0 5 0 6 0 1 0 0
1673 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6 0 33 5 0 0 0 11 0 12 11 147 4 0 0 1 0 2 0 0 0 0 0 0 5 0 0 0 0 0 36 22 0 0 40 20 4 10
1674 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 1 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1675 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1676 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1677 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1678 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1679 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 2 0 0 0 0 0 0 2 2 0 7 0 1 0 0 2 7 25 2 0 28 4 40 0 1 1 0 2 0 0 0 1 0 0 0 1 21
1680 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1681 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 2 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 0 0 3 4 0 1 0 1 2 1 1 1 0 2 1 0 1 0
1682 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 65 0 0 0 0 0 16 0 0 81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1683 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1684 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 62 1 0 51 7 0 4 15 1 1 9 1 0 0 0 0 0 1 0 0 1 0 0 0 2 2 4 0 1 1 1 0 0 1 3 15 2 8
1685 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 2 0 2 1 0 0 0 0 5 0 2 1 5 0 0 0 0 0 1 2 0 1 0 1 1 0 0 1 2 0 0 1 0 15 1 0
1686 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 117 6 62 82 13 12 14 0 0 7 0 1 0 1 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0
1687 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1688 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
1689 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 0 0 0 1 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1690 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 24 35 74 21 6 6 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
