Dados,Model,window,Qtd obj,Accuracy,Precision,Recall,f1_score,auc_roc,P,N,TP,FP,FN,TN,rcs ml,rcs always hot,rcs always warm,rcs opt,cost ml,cost always hot,cost always warm,cost opt,cost online
pop,Always Warm,18,2022,0.69188921859545,0.0,0.0,0.0,0.0,623.0,1399.0,0.0,0.0,623.0,1399.0,-87.15922549739548,-0.17005592373247122,-87.15922549739548,0.0,2625.0080996182965,34.839306487496806,2625.0080996182965,29.77576180834129,29.77576180834129
pop,SVMR,18,2022,0.8021760633036598,0.9054545454545454,0.3996789727126806,0.5545657015590201,0.690547134676569,623.0,1399.0,249.0,26.0,374.0,1373.0,-0.20074834614724507,-0.17005592373247122,-87.15922549739548,0.0,35.75319674664011,34.839306487496806,2625.0080996182965,29.77576180834129,29.77576180834129
pop,Online,19,2122,0.824693685202639,0.7138461538461538,0.7138461538461538,0.7138461538461538,0.7937437290969899,650.0,1472.0,464.0,186.0,186.0,1286.0,0.0,-0.17166626261455192,-77.28244053616919,0.0,31.431723211268086,36.82748966248154,2460.552003235423,31.431723211268086,31.431723211268086
pop,Always Hot,19,2122,0.3063147973609802,0.3063147973609802,1.0,0.468975468975469,0.0,650.0,1472.0,650.0,1472.0,0.0,0.0,-0.17166626261455192,-0.17166626261455192,-77.28244053616919,0.0,36.82748966248154,36.82748966248154,2460.552003235423,31.431723211268086,31.431723211268086
pop,Always Warm,19,2122,0.6936852026390198,0.0,0.0,0.0,0.0,650.0,1472.0,0.0,0.0,650.0,1472.0,-77.28244053616919,-0.17166626261455192,-77.28244053616919,0.0,2460.552003235423,36.82748966248154,2460.552003235423,31.431723211268086,31.431723211268086
pop,SVMR,19,2122,0.8030160226201697,0.8972602739726028,0.40307692307692305,0.5562632696390658,0.6913482441471572,650.0,1472.0,262.0,30.0,388.0,1442.0,-0.19732490628153593,-0.17166626261455192,-77.28244053616919,0.0,37.63398504819874,36.82748966248154,2460.552003235423,31.431723211268086,31.431723211268086
pop,Online,20,2206,0.8295557570262919,0.6759941089837997,0.7463414634146341,0.7094281298299846,0.8040318253591083,615.0,1591.0,459.0,220.0,156.0,1371.0,0.0,-0.19307979840186093,-78.10703325100337,0.0,32.81550538109144,39.15151654452776,2595.9372753304806,32.81550538109144,32.81550538109144
pop,Always Hot,20,2206,0.2787851314596555,0.2787851314596555,1.0,0.4360155973059199,0.0,615.0,1591.0,615.0,1591.0,0.0,0.0,-0.19307979840186093,-0.19307979840186093,-78.10703325100337,0.0,39.15151654452776,39.15151654452776,2595.9372753304806,32.81550538109144,32.81550538109144
pop,Always Warm,20,2206,0.7212148685403446,0.0,0.0,0.0,0.0,615.0,1591.0,0.0,0.0,615.0,1591.0,-78.10703325100337,-0.19307979840186093,-78.10703325100337,0.0,2595.9372753304806,39.15151654452776,2595.9372753304806,32.81550538109144,32.81550538109144
pop,SVMR,20,2206,0.8096101541251133,0.8823529411764706,0.36585365853658536,0.5172413793103449,0.673498796584446,615.0,1591.0,225.0,30.0,390.0,1561.0,-7.469888532098257,-0.19307979840186093,-78.10703325100337,0.0,277.94367270231504,39.15151654452776,2595.9372753304806,32.81550538109144,32.81550538109144
pop,Online,21,2271,0.8119771025979745,0.4538216560509554,0.7723577235772358,0.571715145436309,0.796010617834885,369.0,1902.0,285.0,343.0,84.0,1559.0,0.0,-0.20534574793932386,-58.74010964335137,0.0,33.89522594090033,40.85546646330688,2024.9045140955534,33.89522594090033,33.89522594090033
pop,Always Hot,21,2271,0.16248348745046234,0.16248348745046234,1.0,0.27954545454545454,0.0,369.0,1902.0,369.0,1902.0,0.0,0.0,-0.20534574793932386,-0.20534574793932386,-58.74010964335137,0.0,40.85546646330688,40.85546646330688,2024.9045140955534,33.89522594090033,33.89522594090033
pop,Always Warm,21,2271,0.8375165125495376,0.0,0.0,0.0,0.0,369.0,1902.0,0.0,0.0,369.0,1902.0,-58.74010964335137,-0.20534574793932386,-58.74010964335137,0.0,2024.9045140955534,40.85546646330688,2024.9045140955534,33.89522594090033,33.89522594090033
pop,SVMR,21,2271,0.8608542492294143,0.6244131455399061,0.3604336043360434,0.4570446735395189,0.6591863079514076,369.0,1902.0,133.0,80.0,236.0,1822.0,-0.3507892991528529,-0.20534574793932386,-58.74010964335137,0.0,45.78530849333636,40.85546646330688,2024.9045140955534,33.89522594090033,33.89522594090033
pop,Online,22,2337,0.8780487804878049,0.3720316622691293,0.75,0.4973544973544973,0.8196254071661238,188.0,2149.0,141.0,238.0,47.0,1911.0,0.0,-0.2937134206908565,-26.515807887233155,0.0,32.49511061999378,42.03936071591993,894.1292210941386,32.49511061999378,32.49511061999378
pop,Always Hot,22,2337,0.08044501497646556,0.08044501497646556,1.0,0.1489108910891089,0.0,188.0,2149.0,188.0,2149.0,0.0,0.0,-0.2937134206908565,-0.2937134206908565,-26.515807887233155,0.0,42.03936071591993,42.03936071591993,894.1292210941386,32.49511061999378,32.49511061999378
pop,Always Warm,22,2337,0.9195549850235345,0.0,0.0,0.0,0.0,188.0,2149.0,0.0,0.0,188.0,2149.0,-26.515807887233155,-0.2937134206908565,-26.515807887233155,0.0,894.1292210941386,42.03936071591993,894.1292210941386,32.49511061999378,32.49511061999378
pop,SVMR,22,2337,0.9229781771501926,0.5408163265306123,0.28191489361702127,0.3706293706293706,0.6304874607684922,188.0,2149.0,53.0,45.0,135.0,2104.0,-0.24509954784507693,-0.2937134206908565,-26.515807887233155,0.0,40.459647540130014,42.03936071591993,894.1292210941386,32.49511061999378,32.49511061999378
pop,Online,23,2390,0.8870292887029289,0.5235602094240838,0.35842293906810035,0.425531914893617,0.6576577035463667,279.0,2111.0,100.0,91.0,179.0,2020.0,0.0,-0.46146995417379816,-10.765281897490203,0.0,28.978706200955404,42.351508423526255,340.9426474787877,28.978706200955404,28.978706200955404
pop,Always Hot,23,2390,0.11673640167364016,0.11673640167364016,1.0,0.20906706631697264,0.0,279.0,2111.0,279.0,2111.0,0.0,0.0,-0.46146995417379816,-0.46146995417379816,-10.765281897490203,0.0,42.351508423526255,42.351508423526255,340.9426474787877,28.978706200955404,28.978706200955404
pop,Always Warm,23,2390,0.8832635983263598,0.0,0.0,0.0,0.0,279.0,2111.0,0.0,0.0,279.0,2111.0,-10.765281897490203,-0.46146995417379816,-10.765281897490203,0.0,340.9426474787877,42.351508423526255,340.9426474787877,28.978706200955404,28.978706200955404
pop,SVMR,23,2390,0.8882845188284518,0.8333333333333334,0.053763440860215055,0.10101010101010101,0.5261711567162278,279.0,2111.0,15.0,3.0,264.0,2108.0,-1.3226910422414777,-0.46146995417379816,-10.765281897490203,0.0,67.30858130870668,42.351508423526255,340.9426474787877,28.978706200955404,28.978706200955404
pop,Online,24,2414,0.7883181441590721,0.7649122807017544,0.3293051359516616,0.4604012671594509,0.6455315634096208,662.0,1752.0,218.0,67.0,444.0,1685.0,0.0,-0.39159451668521955,-11.379918218683727,0.0,30.93794527554671,43.053075002958195,383.00923236538085,30.93794527554671,30.93794527554671
pop,Always Hot,24,2414,0.2742336371168186,0.2742336371168186,1.0,0.4304291287386216,0.0,662.0,1752.0,662.0,1752.0,0.0,0.0,-0.39159451668521955,-0.39159451668521955,-11.379918218683727,0.0,43.053075002958195,43.053075002958195,383.00923236538085,30.93794527554671,30.93794527554671
pop,Always Warm,24,2414,0.7257663628831814,0.0,0.0,0.0,0.0,662.0,1752.0,0.0,0.0,662.0,1752.0,-11.379918218683727,-0.39159451668521955,-11.379918218683727,0.0,383.00923236538085,43.053075002958195,383.00923236538085,30.93794527554671,30.93794527554671
pop,SVMR,24,2414,0.7419221209610605,0.9148936170212766,0.0649546827794562,0.12129760225669958,0.5313357888783126,662.0,1752.0,43.0,4.0,619.0,1748.0,-1.1226405201011684,-0.39159451668521955,-11.379918218683727,0.0,65.67013625054796,43.053075002958195,383.00923236538085,30.93794527554671,30.93794527554671
