Dados,Model,window,Qtd obj,Accuracy,auc_roc,f1_score,f_beta_2,Precision,Recall,P,N,TP,FP,FN,TN,rcs ml,rcs always hot,rcs always warm,rcs opt,cost ml,cost always hot,cost always warm,cost opt
pop,SVMR,7,996.0,0.7369477911646586,0.7376587084624264,0.7265135699373695,0.7394815129621759,0.7058823529411765,0.7483870967741936,465.0,531.0,348.0,145.0,117.0,386.0,-0.054310714743490016,-0.1316257854376023,-100.77032679335963,0.0,8.481067261681174,9.103003760788019,818.659029741295,8.044181988366292,8.044181988366292
pop,Online,8,1112.0,0.7517985611510791,0.7511185976733169,0.7234468937875751,0.736734693877551,0.7023346303501945,0.7458677685950413,484.0,628.0,361.0,153.0,123.0,475.0,0.0,-0.12116337217096053,-113.15328592826616,0.0,10.279309358101521,11.524785143517613,1173.416940300465,10.279309358101521,10.279309358101521
pop,Always Hot,8,1112.0,0.4352517985611511,0.5,0.606516290726817,0.7939632545931758,0.4352517985611511,1.0,484.0,628.0,484.0,628.0,0.0,0.0,-0.12116337217096053,-0.12116337217096053,-113.15328592826616,0.0,11.524785143517613,11.524785143517613,1173.416940300465,10.279309358101521,10.279309358101521
pop,Always Warm,8,1112.0,0.564748201438849,0.5,0.0,0.0,0.0,0.0,484.0,628.0,0.0,0.0,484.0,628.0,-113.15328592826616,-0.12116337217096053,-113.15328592826616,0.0,1173.416940300465,11.524785143517613,1173.416940300465,10.279309358101521,10.279309358101521
pop,SVMR,8,1112.0,0.7473021582733813,0.7253447912828341,0.6568986568986569,0.5922501100836636,0.8029850746268656,0.5557851239669421,484.0,628.0,269.0,66.0,215.0,562.0,-0.04616755218399989,-0.12116337217096053,-113.15328592826616,0.0,10.753879909307152,11.524785143517613,1173.416940300465,10.279309358101521,10.279309358101521
pop,Online,9,1216.0,0.7870065789473685,0.7821160162556366,0.7463271302644466,0.7502953918865695,0.7398058252427184,0.7529644268774703,506.0,710.0,381.0,134.0,125.0,576.0,0.0,-0.15162931165203428,-82.52583236640132,0.0,11.52495947682099,13.272481149108946,962.6318332905183,11.52495947682099,11.52495947682099
pop,Always Hot,9,1216.0,0.4161184210526316,0.5,0.5876887340301974,0.7808641975308642,0.4161184210526316,1.0,506.0,710.0,506.0,710.0,0.0,0.0,-0.15162931165203428,-0.15162931165203428,-82.52583236640132,0.0,13.272481149108946,13.272481149108946,962.6318332905183,11.52495947682099,11.52495947682099
pop,Always Warm,9,1216.0,0.5838815789473685,0.5,0.0,0.0,0.0,0.0,506.0,710.0,0.0,0.0,506.0,710.0,-82.52583236640132,-0.15162931165203428,-82.52583236640132,0.0,962.6318332905183,13.272481149108946,962.6318332905183,11.52495947682099,11.52495947682099
pop,SVMR,9,1216.0,0.7763157894736842,0.7547904024940155,0.6997792494481236,0.6538778877887789,0.7925,0.6264822134387352,506.0,710.0,317.0,83.0,189.0,627.0,-0.11973629372787643,-0.15162931165203428,-82.52583236640132,0.0,12.904915409939502,13.272481149108946,962.6318332905183,11.52495947682099,11.52495947682099
pop,Online,10,1309.0,0.8013750954927426,0.7960069528856907,0.7560975609756098,0.7638362395754359,0.7435424354243543,0.7690839694656488,524.0,785.0,403.0,139.0,121.0,646.0,0.0,-0.19433685486959196,-78.19723311477229,0.0,12.58046602493206,15.025314225011114,996.338100469017,12.58046602493206,12.58046602493206
pop,Always Hot,10,1309.0,0.400305576776165,0.5,0.5717403164211675,0.7694566813509545,0.400305576776165,1.0,524.0,785.0,524.0,785.0,0.0,0.0,-0.19433685486959196,-0.19433685486959196,-78.19723311477229,0.0,15.025314225011114,15.025314225011114,996.338100469017,12.58046602493206,12.58046602493206
pop,Always Warm,10,1309.0,0.599694423223835,0.5,0.0,0.0,0.0,0.0,524.0,785.0,0.0,0.0,524.0,785.0,-78.19723311477229,-0.19433685486959196,-78.19723311477229,0.0,996.338100469017,15.025314225011114,996.338100469017,12.58046602493206,12.58046602493206
pop,SVMR,10,1309.0,0.7922077922077922,0.7832875480138085,0.739961759082218,0.7391138273491215,0.7413793103448276,0.7385496183206107,524.0,785.0,387.0,135.0,137.0,650.0,-0.047225301210274656,-0.19433685486959196,-78.19723311477229,0.0,13.174582322325103,15.025314225011114,996.338100469017,12.58046602493206,12.58046602493206
pop,Online,11,1387.0,0.8038932948810382,0.7951612207484092,0.755834829443447,0.7517857142857143,0.7626811594202898,0.7491103202846975,562.0,825.0,421.0,131.0,141.0,694.0,0.0,-0.16630412703762937,-286.1937391830944,0.0,14.892573239693965,17.36926963166523,4277.0537947657995,14.892573239693965,14.892573239693965
pop,Always Hot,11,1387.0,0.40519105984138426,0.5,0.5767060030785018,0.7730398899587345,0.40519105984138426,1.0,562.0,825.0,562.0,825.0,0.0,0.0,-0.16630412703762937,-0.16630412703762937,-286.1937391830944,0.0,17.36926963166523,17.36926963166523,4277.0537947657995,14.892573239693965,14.892573239693965
pop,Always Warm,11,1387.0,0.5948089401586157,0.5,0.0,0.0,0.0,0.0,562.0,825.0,0.0,0.0,562.0,825.0,-286.1937391830944,-0.16630412703762937,-286.1937391830944,0.0,4277.0537947657995,17.36926963166523,4277.0537947657995,14.892573239693965,14.892573239693965
pop,SVMR,11,1387.0,0.809661139149243,0.7846942736978324,0.7354709418837675,0.6836810730253353,0.841743119266055,0.6530249110320284,562.0,825.0,367.0,69.0,195.0,756.0,0.00045411129405085467,-0.16630412703762937,-286.1937391830944,0.0,14.88581035398834,17.36926963166523,4277.0537947657995,14.892573239693965,14.892573239693965
pop,Online,12,1474.0,0.7896879240162822,0.7840826396407589,0.7290209790209791,0.748653500897666,0.6984924623115578,0.7623400365630713,547.0,927.0,417.0,180.0,130.0,747.0,0.0,-0.12603880365103196,-370.8240398552784,0.0,17.804234425183388,20.04825883205602,6620.042370502108,17.804234425183388,17.804234425183388
pop,Always Hot,12,1474.0,0.3710990502035278,0.5,0.541316180108857,0.7468596395412342,0.3710990502035278,1.0,547.0,927.0,547.0,927.0,0.0,0.0,-0.12603880365103196,-0.12603880365103196,-370.8240398552784,0.0,20.04825883205602,20.04825883205602,6620.042370502108,17.804234425183388,17.804234425183388
pop,Always Warm,12,1474.0,0.6289009497964722,0.5,0.0,0.0,0.0,0.0,547.0,927.0,0.0,0.0,547.0,927.0,-370.8240398552784,-0.12603880365103196,-370.8240398552784,0.0,6620.042370502108,20.04825883205602,6620.042370502108,17.804234425183388,17.804234425183388
pop,SVMR,12,1474.0,0.805291723202171,0.775130209103692,0.7149950347567031,0.6797583081570997,0.782608695652174,0.6581352833638026,547.0,927.0,360.0,100.0,187.0,827.0,-0.01355236747945162,-0.12603880365103196,-370.8240398552784,0.0,18.045523952803777,20.04825883205602,6620.042370502108,17.804234425183388,17.804234425183388
pop,Online,13,1569.0,0.8196303377947738,0.8059455737247655,0.7554019014693172,0.754228512254056,0.75736568457539,0.753448275862069,580.0,989.0,437.0,140.0,143.0,849.0,0.0,-0.15287633513910034,-87.50976683002676,0.0,19.02346719277116,21.931705138840925,1683.7626455308393,19.02346719277116,19.02346719277116
pop,Always Hot,13,1569.0,0.36966220522625876,0.5,0.5397859469520707,0.7456929802005657,0.36966220522625876,1.0,580.0,989.0,580.0,989.0,0.0,0.0,-0.15287633513910034,-0.15287633513910034,-87.50976683002676,0.0,21.931705138840925,21.931705138840925,1683.7626455308393,19.02346719277116,19.02346719277116
pop,Always Warm,13,1569.0,0.6303377947737412,0.5,0.0,0.0,0.0,0.0,580.0,989.0,0.0,0.0,580.0,989.0,-87.50976683002676,-0.15287633513910034,-87.50976683002676,0.0,1683.7626455308393,21.931705138840925,1683.7626455308393,19.02346719277116,19.02346719277116
pop,SVMR,13,1569.0,0.8126195028680688,0.7729333007914647,0.7100591715976331,0.6535947712418301,0.8294930875576036,0.6206896551724138,580.0,989.0,360.0,74.0,220.0,915.0,-0.4647481308167301,-0.15287633513910034,-87.50976683002676,0.0,27.864588012264946,21.931705138840925,1683.7626455308393,19.02346719277116,19.02346719277116
pop,Online,14,1662.0,0.8074608904933814,0.7960182500877409,0.7310924369747899,0.7476796149879684,0.7050243111831442,0.7591623036649214,573.0,1089.0,435.0,182.0,138.0,907.0,0.0,-0.13884633225600468,-61.9647425646257,0.0,21.49453872011239,24.478976584934674,1353.3980970572559,21.49453872011239,21.49453872011239
pop,Always Hot,14,1662.0,0.3447653429602888,0.5,0.512751677852349,0.7245827010622155,0.3447653429602888,1.0,573.0,1089.0,573.0,1089.0,0.0,0.0,-0.13884633225600468,-0.13884633225600468,-61.9647425646257,0.0,24.478976584934674,24.478976584934674,1353.3980970572559,21.49453872011239,21.49453872011239
pop,Always Warm,14,1662.0,0.6552346570397112,0.5,0.0,0.0,0.0,0.0,573.0,1089.0,0.0,0.0,573.0,1089.0,-61.9647425646257,-0.13884633225600468,-61.9647425646257,0.0,1353.3980970572559,24.478976584934674,1353.3980970572559,21.49453872011239,21.49453872011239
pop,SVMR,14,1662.0,0.8212996389891697,0.78135712190924,0.7157894736842105,0.6765557163531114,0.7923728813559322,0.6527050610820244,573.0,1089.0,374.0,98.0,199.0,991.0,-0.04893308528765784,-0.13884633225600468,-61.9647425646257,0.0,22.546332816522515,24.478976584934674,1353.3980970572559,21.49453872011239,21.49453872011239
pop,Online,15,1747.0,0.8065254722381225,0.786386014437916,0.7278582930756844,0.7188295165394402,0.743421052631579,0.7129337539432177,634.0,1113.0,452.0,156.0,182.0,957.0,0.0,-0.13572011887999513,-91.57927442418173,0.0,23.395902897601285,26.571197620168554,2165.9757147585383,23.395902897601285,23.395902897601285
pop,Always Hot,15,1747.0,0.36290784201488263,0.5,0.5325493490130198,0.7401354190987626,0.36290784201488263,1.0,634.0,1113.0,634.0,1113.0,0.0,0.0,-0.13572011887999513,-0.13572011887999513,-91.57927442418173,0.0,26.571197620168554,26.571197620168554,2165.9757147585383,23.395902897601285,23.395902897601285
pop,Always Warm,15,1747.0,0.6370921579851173,0.5,0.0,0.0,0.0,0.0,634.0,1113.0,0.0,0.0,634.0,1113.0,-91.57927442418173,-0.13572011887999513,-91.57927442418173,0.0,2165.9757147585383,26.571197620168554,2165.9757147585383,23.395902897601285,23.395902897601285
pop,SVMR,15,1747.0,0.8065254722381225,0.7609304718256565,0.6904761904761905,0.6295925183700735,0.8231441048034934,0.5946372239747634,634.0,1113.0,377.0,81.0,257.0,1032.0,-0.05382333174823145,-0.13572011887999513,-91.57927442418173,0.0,24.65514834080829,26.571197620168554,2165.9757147585383,23.395902897601285,23.395902897601285
pop,Online,16,1819.0,0.8207806487080813,0.8080692120783961,0.7468944099378882,0.7589144840643737,0.7276853252647504,0.7671451355661882,627.0,1192.0,481.0,180.0,146.0,1012.0,0.0,-0.15540407404854667,-94.37262444768172,0.0,25.165094647656403,29.075852879719484,2400.0611210212996,25.165094647656403,25.165094647656403
pop,Always Hot,16,1819.0,0.3446948873007147,0.5,0.5126737530662305,0.724520452969725,0.3446948873007147,1.0,627.0,1192.0,627.0,1192.0,0.0,0.0,-0.15540407404854667,-0.15540407404854667,-94.37262444768172,0.0,29.075852879719484,29.075852879719484,2400.0611210212996,25.165094647656403,25.165094647656403
pop,Always Warm,16,1819.0,0.6553051126992854,0.5,0.0,0.0,0.0,0.0,627.0,1192.0,0.0,0.0,627.0,1192.0,-94.37262444768172,-0.15540407404854667,-94.37262444768172,0.0,2400.0611210212996,29.075852879719484,2400.0611210212996,25.165094647656403,25.165094647656403
pop,SVMR,16,1819.0,0.8262781748213304,0.7846709322115538,0.7208480565371025,0.6770660471291072,0.807920792079208,0.6507177033492823,627.0,1192.0,408.0,97.0,219.0,1095.0,-0.018291503611013876,-0.15540407404854667,-94.37262444768172,0.0,25.625402067275516,29.075852879719484,2400.0611210212996,25.165094647656403,25.165094647656403
pop,Online,17,1947.0,0.8382126348228043,0.8225756145260815,0.7571318427139553,0.7695924764890282,0.7372372372372372,0.7781299524564184,631.0,1316.0,491.0,175.0,140.0,1141.0,0.0,-0.14818923740974202,-71.92468745335562,0.0,27.416930918801285,31.479825003774025,1999.3711181838257,27.416930918801285,27.416930918801285
pop,Always Hot,17,1947.0,0.32408834103749357,0.5,0.4895267649340574,0.7056586893312458,0.32408834103749357,1.0,631.0,1316.0,631.0,1316.0,0.0,0.0,-0.14818923740974202,-0.14818923740974202,-71.92468745335562,0.0,31.479825003774025,31.479825003774025,1999.3711181838257,27.416930918801285,27.416930918801285
pop,Always Warm,17,1947.0,0.6759116589625064,0.5,0.0,0.0,0.0,0.0,631.0,1316.0,0.0,0.0,631.0,1316.0,-71.92468745335562,-0.14818923740974202,-71.92468745335562,0.0,1999.3711181838257,31.479825003774025,1999.3711181838257,27.416930918801285,27.416930918801285
pop,SVMR,17,1947.0,0.8341037493579867,0.7840650725677869,0.7149161518093556,0.6692002643754131,0.8067729083665338,0.6418383518225039,631.0,1316.0,405.0,97.0,226.0,1219.0,-6.9191820617673265,-0.14818923740974202,-71.92468745335562,0.0,217.11966752088512,31.479825003774025,1999.3711181838257,27.416930918801285,27.416930918801285
pop,Online,18,2022.0,0.83135509396637,0.8106069180772066,0.7354538401861909,0.7476340694006309,0.716012084592145,0.7559808612440191,627.0,1395.0,474.0,188.0,153.0,1207.0,0.0,-0.16879415750241464,-55.72489177151281,0.0,28.557045831506127,33.377308323393045,1619.895334106316,28.557045831506127,28.557045831506127
pop,Always Hot,18,2022.0,0.31008902077151335,0.5,0.4733861834654587,0.6920529801324503,0.31008902077151335,1.0,627.0,1395.0,627.0,1395.0,0.0,0.0,-0.16879415750241464,-0.16879415750241464,-55.72489177151281,0.0,33.377308323393045,33.377308323393045,1619.895334106316,28.557045831506127,28.557045831506127
pop,Always Warm,18,2022.0,0.6899109792284867,0.5,0.0,0.0,0.0,0.0,627.0,1395.0,0.0,0.0,627.0,1395.0,-55.72489177151281,-0.16879415750241464,-55.72489177151281,0.0,1619.895334106316,33.377308323393045,1619.895334106316,28.557045831506127,28.557045831506127
pop,SVMR,18,2022.0,0.8437190900098912,0.7901528013582343,0.720353982300885,0.6758551976087679,0.8091451292246521,0.6491228070175439,627.0,1395.0,407.0,96.0,220.0,1299.0,-0.4158471407227338,-0.16879415750241464,-55.72489177151281,0.0,40.432411688026015,33.377308323393045,1619.895334106316,28.557045831506127,28.557045831506127
pop,Online,19,2122.0,0.8388312912346843,0.8146728678929765,0.740909090909091,0.7477064220183486,0.7298507462686568,0.7523076923076923,650.0,1472.0,489.0,181.0,161.0,1291.0,0.0,-0.17074979925970762,-86.64202744032639,0.0,30.212833453224327,35.37166870042936,2647.9139785574976,30.212833453224327,30.212833453224327
pop,Always Hot,19,2122.0,0.3063147973609802,0.5,0.468975468975469,0.688267683185091,0.3063147973609802,1.0,650.0,1472.0,650.0,1472.0,0.0,0.0,-0.17074979925970762,-0.17074979925970762,-86.64202744032639,0.0,35.37166870042936,35.37166870042936,2647.9139785574976,30.212833453224327,30.212833453224327
pop,Always Warm,19,2122.0,0.6936852026390198,0.5,0.0,0.0,0.0,0.0,650.0,1472.0,0.0,0.0,650.0,1472.0,-86.64202744032639,-0.17074979925970762,-86.64202744032639,0.0,2647.9139785574976,35.37166870042936,2647.9139785574976,30.212833453224327,30.212833453224327
pop,SVMR,19,2122.0,0.8435438265786993,0.7837050585284281,0.711304347826087,0.6596774193548387,0.818,0.6292307692307693,650.0,1472.0,409.0,91.0,241.0,1381.0,-0.11656658763689288,-0.17074979925970762,-86.64202744032639,0.0,33.73464035170845,35.37166870042936,2647.9139785574976,30.212833453224327,30.212833453224327
pop,Online,20,2206.0,0.8236627379873074,0.7937011071213976,0.7141807494489346,0.7151265450264862,0.7126099706744868,0.7157584683357879,679.0,1527.0,486.0,196.0,193.0,1331.0,0.0,-0.17245013026168526,-76.50036863384241,0.0,31.79727784437487,37.28072255060432,2464.3007544917627,31.79727784437487,31.79727784437487
pop,Always Hot,20,2206.0,0.30779691749773347,0.5,0.4707105719237435,0.6897602600568874,0.30779691749773347,1.0,679.0,1527.0,679.0,1527.0,0.0,0.0,-0.17245013026168526,-0.17245013026168526,-76.50036863384241,0.0,37.28072255060432,37.28072255060432,2464.3007544917627,31.79727784437487,31.79727784437487
pop,Always Warm,20,2206.0,0.6922030825022666,0.5,0.0,0.0,0.0,0.0,679.0,1527.0,0.0,0.0,679.0,1527.0,-76.50036863384241,-0.17245013026168526,-76.50036863384241,0.0,2464.3007544917627,37.28072255060432,2464.3007544917627,31.79727784437487,31.79727784437487
pop,SVMR,20,2206.0,0.8485947416137806,0.7920812705614115,0.7239669421487603,0.6744687403757315,0.8248587570621468,0.6450662739322534,679.0,1527.0,438.0,93.0,241.0,1434.0,0.0017111912935157403,-0.17245013026168526,-76.50036863384241,0.0,31.742866619370076,37.28072255060432,2464.3007544917627,31.79727784437487,31.79727784437487
pop,Online,21,2271.0,0.8265081461911052,0.8018921229225705,0.7042042042042042,0.7291666666666666,0.6661931818181818,0.7468152866242038,628.0,1643.0,469.0,235.0,159.0,1408.0,0.0,-0.1953172080720918,-77.09208942248202,0.0,33.2678936967927,39.76568581208939,2597.9593294675615,33.2678936967927,33.2678936967927
pop,Always Hot,21,2271.0,0.2765301629238221,0.5,0.4332528458088996,0.6564917415847794,0.2765301629238221,1.0,628.0,1643.0,628.0,1643.0,0.0,0.0,-0.1953172080720918,-0.1953172080720918,-77.09208942248202,0.0,39.76568581208939,39.76568581208939,2597.9593294675615,33.2678936967927,33.2678936967927
pop,Always Warm,21,2271.0,0.7234698370761778,0.5,0.0,0.0,0.0,0.0,628.0,1643.0,0.0,0.0,628.0,1643.0,-77.09208942248202,-0.1953172080720918,-77.09208942248202,0.0,2597.9593294675615,39.76568581208939,2597.9593294675615,33.2678936967927,33.2678936967927
