Dados,Model,window,Qtd obj,Accuracy,auc_roc,f1_score,f_beta_2,Precision,Recall,P,N,TP,FP,FN,TN,rcs ml,rcs always hot,rcs always warm,rcs opt,cost ml,cost always hot,cost always warm,cost opt
pop,SVMR,21,2271.0,0.8467635402906208,0.7829364879376316,0.6979166666666666,0.6620553359683794,0.767175572519084,0.6401273885350318,628.0,1643.0,402.0,122.0,226.0,1521.0,-0.0065086809014243095,-0.1953172080720918,-77.09208942248202,0.0,33.484423801127626,39.76568581208939,2597.9593294675615,33.2678936967927,33.2678936967927
pop,Online,22,2337.0,0.8095849379546427,0.7959322554650294,0.569215876089061,0.6774193548387096,0.44954128440366975,0.7757255936675461,379.0,1958.0,294.0,360.0,85.0,1598.0,0.0,-0.20556608513378674,-58.804803495001494,0.0,34.074145950882006,41.07863473828209,2037.797602852499,34.074145950882006,34.074145950882006
pop,Always Hot,22,2337.0,0.1621737270004279,0.5,0.27908689248895435,0.4918245522969115,0.1621737270004279,1.0,379.0,1958.0,379.0,1958.0,0.0,0.0,-0.20556608513378674,-0.20556608513378674,-58.804803495001494,0.0,41.07863473828209,41.07863473828209,2037.797602852499,34.074145950882006,34.074145950882006
pop,Always Warm,22,2337.0,0.8378262729995721,0.5,0.0,0.0,0.0,0.0,379.0,1958.0,0.0,0.0,379.0,1958.0,-58.804803495001494,-0.20556608513378674,-58.804803495001494,0.0,2037.797602852499,41.07863473828209,2037.797602852499,34.074145950882006,34.074145950882006
pop,SVMR,22,2337.0,0.8429610611895593,0.7647834066855146,0.5727590221187427,0.6162324649298597,0.5125,0.6490765171503958,379.0,1958.0,246.0,234.0,133.0,1724.0,-0.03162926207471825,-0.20556608513378674,-58.804803495001494,0.0,35.15188604313465,41.07863473828209,2037.797602852499,34.074145950882006,34.074145950882006
pop,Online,23,2390.0,0.8765690376569037,0.8205740829363181,0.4939965694682676,0.6228373702422145,0.3673469387755102,0.7539267015706806,191.0,2199.0,144.0,248.0,47.0,1951.0,0.0,-0.2931569539443499,-26.638879085526884,0.0,32.612017438343365,42.172457132548125,901.3596067134665,32.612017438343365,32.612017438343365
pop,Always Hot,23,2390.0,0.0799163179916318,0.5,0.1480046493607129,0.3027901077996195,0.0799163179916318,1.0,191.0,2199.0,191.0,2199.0,0.0,0.0,-0.2931569539443499,-0.2931569539443499,-26.638879085526884,0.0,42.172457132548125,42.172457132548125,901.3596067134665,32.612017438343365,32.612017438343365
pop,Always Warm,23,2390.0,0.9200836820083682,0.5,0.0,0.0,0.0,0.0,191.0,2199.0,0.0,0.0,191.0,2199.0,-26.638879085526884,-0.2931569539443499,-26.638879085526884,0.0,901.3596067134665,42.172457132548125,901.3596067134665,32.612017438343365,32.612017438343365
pop,SVMR,23,2390.0,0.9242677824267782,0.633747133989986,0.37800687285223367,0.31828703703703703,0.55,0.2879581151832461,191.0,2199.0,55.0,45.0,136.0,2154.0,-0.6063864649407587,-0.2931569539443499,-26.638879085526884,0.0,52.38750340736677,42.172457132548125,901.3596067134665,32.612017438343365,32.612017438343365
pop,Online,24,2414.0,0.8856669428334715,0.6571061284022645,0.425,0.38202247191011235,0.5230769230769231,0.35789473684210527,285.0,2129.0,102.0,93.0,183.0,2036.0,0.0,-0.46051772594462276,-10.706364528541592,0.0,29.139506654445405,42.558765994098806,341.1176870788014,29.139506654445405,29.139506654445405
pop,Always Hot,24,2414.0,0.11806130903065451,0.5,0.21118932938125232,0.40095666854248735,0.11806130903065451,1.0,285.0,2129.0,285.0,2129.0,0.0,0.0,-0.46051772594462276,-0.46051772594462276,-10.706364528541592,0.0,42.558765994098806,42.558765994098806,341.1176870788014,29.139506654445405,29.139506654445405
pop,Always Warm,24,2414.0,0.8819386909693455,0.5,0.0,0.0,0.0,0.0,285.0,2129.0,0.0,0.0,285.0,2129.0,-10.706364528541592,-0.46051772594462276,-10.706364528541592,0.0,341.1176870788014,42.558765994098806,341.1176870788014,29.139506654445405,29.139506654445405
pop,SVMR,24,2414.0,0.8898094449047225,0.5530872743154269,0.19393939393939394,0.1350210970464135,0.7111111111111111,0.11228070175438597,285.0,2129.0,32.0,13.0,253.0,2116.0,-1.010509479678185,-0.46051772594462276,-10.706364528541592,0.0,58.58525436190804,42.558765994098806,341.1176870788014,29.139506654445405,29.139506654445405
pop,Online,25,2415.0,0.7884057971014493,0.6460373664745139,0.46153846153846156,0.3727025187202178,0.7657342657342657,0.33031674208144796,663.0,1752.0,219.0,67.0,444.0,1685.0,0.0,-0.39156973426303726,-11.379799606144353,0.0,30.939903336025296,43.05503306343678,383.0298031334703,30.939903336025296,30.939903336025296
pop,Always Hot,25,2415.0,0.2745341614906832,0.5,0.43079922027290446,0.6542332741267022,0.2745341614906832,1.0,663.0,1752.0,663.0,1752.0,0.0,0.0,-0.39156973426303726,-0.39156973426303726,-11.379799606144353,0.0,43.05503306343678,43.05503306343678,383.0298031334703,30.939903336025296,30.939903336025296
pop,Always Warm,25,2415.0,0.7254658385093168,0.5,0.0,0.0,0.0,0.0,663.0,1752.0,0.0,0.0,663.0,1752.0,-11.379799606144353,-0.39156973426303726,-11.379799606144353,0.0,383.0298031334703,43.05503306343678,383.0298031334703,30.939903336025296,30.939903336025296
pop,SVMR,25,2415.0,0.749896480331263,0.548244798446249,0.18157181571815717,0.12284561789512284,0.8933333333333333,0.10105580693815988,663.0,1752.0,67.0,8.0,596.0,1744.0,-0.8132873535837748,-0.39156973426303726,-11.379799606144353,0.0,56.102935440319115,43.05503306343678,383.0298031334703,30.939903336025296,30.939903336025296
pop,Online,26,2431.0,0.8412176059234883,0.8013532763532764,0.7136498516320475,0.7123815165876777,0.7157738095238095,0.7115384615384616,676.0,1755.0,481.0,191.0,195.0,1564.0,0.0,-0.1954310942485822,-41.593259037713146,0.0,37.909894352877046,45.318666489107954,1614.7059502644308,37.909894352877046,37.909894352877046
pop,Always Hot,26,2431.0,0.27807486631016043,0.5,0.4351464435146444,0.6582278481012658,0.27807486631016043,1.0,676.0,1755.0,676.0,1755.0,0.0,0.0,-0.1954310942485822,-0.1954310942485822,-41.593259037713146,0.0,45.318666489107954,45.318666489107954,1614.7059502644308,37.909894352877046,37.909894352877046
pop,Always Warm,26,2431.0,0.7219251336898396,0.5,0.0,0.0,0.0,0.0,676.0,1755.0,0.0,0.0,676.0,1755.0,-41.593259037713146,-0.1954310942485822,-41.593259037713146,0.0,1614.7059502644308,45.318666489107954,1614.7059502644308,37.909894352877046,37.909894352877046
pop,SVMR,26,2431.0,0.8412176059234883,0.8013532763532764,0.7136498516320475,0.7123815165876777,0.7157738095238095,0.7115384615384616,676.0,1755.0,481.0,191.0,195.0,1564.0,0.0,-0.1954310942485822,-41.593259037713146,0.0,37.909894352877046,45.318666489107954,1614.7059502644308,37.909894352877046,37.909894352877046
pop,Online,27,2500.0,0.8504,0.8153157777051001,0.7328571428571429,0.7347464909767975,0.7297297297297297,0.7360114777618364,697.0,1803.0,513.0,190.0,184.0,1613.0,0.0,-0.2195120986526061,-62.069385569096646,0.0,40.32192667069745,49.17307741589874,2543.079140083059,40.32192667069745,40.32192667069745
pop,Always Hot,27,2500.0,0.2788,0.5,0.4360337816703159,0.6590393343419062,0.2788,1.0,697.0,1803.0,697.0,1803.0,0.0,0.0,-0.2195120986526061,-0.2195120986526061,-62.069385569096646,0.0,49.17307741589874,49.17307741589874,2543.079140083059,40.32192667069745,40.32192667069745
pop,Always Warm,27,2500.0,0.7212,0.5,0.0,0.0,0.0,0.0,697.0,1803.0,0.0,0.0,697.0,1803.0,-62.069385569096646,-0.2195120986526061,-62.069385569096646,0.0,2543.079140083059,49.17307741589874,2543.079140083059,40.32192667069745,40.32192667069745
pop,SVMR,27,2500.0,0.856,0.7857548116442308,0.7082658022690438,0.6571428571428571,0.813780260707635,0.6269727403156384,697.0,1803.0,437.0,100.0,260.0,1703.0,-0.14183370590994915,-0.2195120986526061,-62.069385569096646,0.0,46.04093495983169,49.17307741589874,2543.079140083059,40.32192667069745,40.32192667069745
pop,Online,28,2595.0,0.8404624277456647,0.807973045615113,0.7084507042253522,0.726878612716763,0.6797297297297298,0.7397058823529412,680.0,1915.0,503.0,237.0,177.0,1678.0,0.0,-0.16948426190566573,-74.42285007269093,0.0,43.59603980075049,50.98488242839071,3288.137573655071,43.59603980075049,43.59603980075049
pop,Always Hot,28,2595.0,0.26204238921001927,0.5,0.4152671755725191,0.6396989651928504,0.26204238921001927,1.0,680.0,1915.0,680.0,1915.0,0.0,0.0,-0.16948426190566573,-0.16948426190566573,-74.42285007269093,0.0,50.98488242839071,50.98488242839071,3288.137573655071,43.59603980075049,43.59603980075049
pop,Always Warm,28,2595.0,0.7379576107899807,0.5,0.0,0.0,0.0,0.0,680.0,1915.0,0.0,0.0,680.0,1915.0,-74.42285007269093,-0.16948426190566573,-74.42285007269093,0.0,3288.137573655071,50.98488242839071,3288.137573655071,43.59603980075049,43.59603980075049
pop,SVMR,28,2595.0,0.8551059730250482,0.7818557057287667,0.6943089430894309,0.6529051987767585,0.7763636363636364,0.6279411764705882,680.0,1915.0,427.0,123.0,253.0,1792.0,0.0016210004515100564,-0.16948426190566573,-74.42285007269093,0.0,43.52537060054942,50.98488242839071,3288.137573655071,43.59603980075049,43.59603980075049
pop,Online,29,2679.0,0.8379992534527809,0.7915051724516615,0.6873198847262247,0.6927098460644786,0.6785206258890469,0.6963503649635037,685.0,1994.0,477.0,226.0,208.0,1768.0,0.0,-0.19332791249036266,-100.77888023048793,0.0,44.49227620411156,53.09387508459709,4528.374050960058,44.49227620411156,44.49227620411156
pop,Always Hot,29,2679.0,0.255692422545726,0.5,0.40725326991676575,0.6320354308913083,0.255692422545726,1.0,685.0,1994.0,685.0,1994.0,0.0,0.0,-0.19332791249036266,-0.19332791249036266,-100.77888023048793,0.0,53.09387508459709,53.09387508459709,4528.374050960058,44.49227620411156,44.49227620411156
pop,Always Warm,29,2679.0,0.744307577454274,0.5,0.0,0.0,0.0,0.0,685.0,1994.0,0.0,0.0,685.0,1994.0,-100.77888023048793,-0.19332791249036266,-100.77888023048793,0.0,4528.374050960058,53.09387508459709,4528.374050960058,44.49227620411156,44.49227620411156
pop,SVMR,29,2679.0,0.8409854423292273,0.7340935214402332,0.6236749116607774,0.5538123627235645,0.7897091722595079,0.5153284671532846,685.0,1994.0,353.0,94.0,332.0,1900.0,-0.014335963538800045,-0.19332791249036266,-100.77888023048793,0.0,45.130115853531926,53.09387508459709,4528.374050960058,44.49227620411156,44.49227620411156
pop,Online,30,2744.0,0.8396501457725948,0.7897074523982591,0.6866096866096866,0.6871970345024238,0.6856330014224751,0.6875891583452212,701.0,2043.0,482.0,221.0,219.0,1822.0,0.0,-0.19935944981609538,-142.0301328495928,0.0,46.330471501639146,55.56688880992621,6626.6534938637205,46.330471501639146,46.330471501639146
pop,Always Hot,30,2744.0,0.255466472303207,0.5,0.406966618287373,0.6317591925018025,0.255466472303207,1.0,701.0,2043.0,701.0,2043.0,0.0,0.0,-0.19935944981609538,-0.19935944981609538,-142.0301328495928,0.0,55.56688880992621,55.56688880992621,6626.6534938637205,46.330471501639146,46.330471501639146
pop,Always Warm,30,2744.0,0.744533527696793,0.5,0.0,0.0,0.0,0.0,701.0,2043.0,0.0,0.0,701.0,2043.0,-142.0301328495928,-0.19935944981609538,-142.0301328495928,0.0,6626.6534938637205,55.56688880992621,6626.6534938637205,46.330471501639146,46.330471501639146
pop,SVMR,30,2744.0,0.847667638483965,0.759952043895058,0.6607142857142857,0.6101949025487257,0.7664783427495292,0.5805991440798859,701.0,2043.0,407.0,124.0,294.0,1919.0,0.0013103956122640676,-0.19935944981609538,-142.0301328495928,0.0,46.26976025506927,55.56688880992621,6626.6534938637205,46.330471501639146,46.330471501639146
pop,Online,31,2810.0,0.8523131672597865,0.8094886763749348,0.7116052814454482,0.7184956497333708,0.7004103967168263,0.7231638418079096,708.0,2102.0,512.0,219.0,196.0,1883.0,0.0,-0.20343379462281885,-127.97988096345581,0.0,48.221449074181585,58.03132144155336,6219.596761473287,48.221449074181585,48.221449074181585
pop,Always Hot,31,2810.0,0.25195729537366546,0.5,0.4025014212620807,0.6274370790499822,0.25195729537366546,1.0,708.0,2102.0,708.0,2102.0,0.0,0.0,-0.20343379462281885,-0.20343379462281885,-127.97988096345581,0.0,58.03132144155336,58.03132144155336,6219.596761473287,48.221449074181585,48.221449074181585
pop,Always Warm,31,2810.0,0.7480427046263345,0.5,0.0,0.0,0.0,0.0,708.0,2102.0,0.0,0.0,708.0,2102.0,-127.97988096345581,-0.20343379462281885,-127.97988096345581,0.0,6219.596761473287,58.03132144155336,6219.596761473287,48.221449074181585,48.221449074181585
pop,SVMR,31,2810.0,0.8441281138790035,0.7337657974380063,0.6230636833046471,0.5508216676810712,0.7973568281938326,0.5112994350282486,708.0,2102.0,362.0,92.0,346.0,2010.0,-0.8406088852151822,-0.20343379462281885,-127.97988096345581,0.0,88.75682762389005,58.03132144155336,6219.596761473287,48.221449074181585,48.221449074181585
pop,Online,32,2904.0,0.8519283746556474,0.8068750857289217,0.700139470013947,0.7120567375886525,0.6811397557666214,0.7202295552367288,697.0,2207.0,502.0,235.0,195.0,1972.0,0.0,-0.2045081626646775,-82.6885650529651,0.0,49.81562219675223,60.003323564207754,4168.997938866831,49.81562219675223,49.81562219675223
pop,Always Hot,32,2904.0,0.2400137741046832,0.5,0.3871146903637878,0.6122628250175686,0.2400137741046832,1.0,697.0,2207.0,697.0,2207.0,0.0,0.0,-0.2045081626646775,-0.2045081626646775,-82.6885650529651,0.0,60.003323564207754,60.003323564207754,4168.997938866831,49.81562219675223,49.81562219675223
pop,Always Warm,32,2904.0,0.7599862258953168,0.5,0.0,0.0,0.0,0.0,697.0,2207.0,0.0,0.0,697.0,2207.0,-82.6885650529651,-0.2045081626646775,-82.6885650529651,0.0,4168.997938866831,60.003323564207754,4168.997938866831,49.81562219675223,49.81562219675223
pop,SVMR,32,2904.0,0.862603305785124,0.7667806035186076,0.6705202312138728,0.6147789218655361,0.7898832684824902,0.5824964131994261,697.0,2207.0,406.0,108.0,291.0,2099.0,-0.003051914778997659,-0.2045081626646775,-82.6885650529651,0.0,49.96765523035946,60.003323564207754,4168.997938866831,49.81562219675223,49.81562219675223
pop,Online,33,2975.0,0.8625210084033613,0.8139799440602726,0.7072297780959198,0.7173976183560848,0.6909090909090909,0.7243401759530792,682.0,2293.0,494.0,221.0,188.0,2072.0,0.0,-0.2145246485625469,-62.370038913983166,0.0,50.6891815587502,61.56326041856422,3212.175407895958,50.6891815587502,50.6891815587502
pop,Always Hot,33,2975.0,0.2292436974789916,0.5,0.37298331966092424,0.5979309135542696,0.2292436974789916,1.0,682.0,2293.0,682.0,2293.0,0.0,0.0,-0.2145246485625469,-0.2145246485625469,-62.370038913983166,0.0,61.56326041856422,61.56326041856422,3212.175407895958,50.6891815587502,50.6891815587502
pop,Always Warm,33,2975.0,0.7707563025210084,0.5,0.0,0.0,0.0,0.0,682.0,2293.0,0.0,0.0,682.0,2293.0,-62.370038913983166,-0.2145246485625469,-62.370038913983166,0.0,3212.175407895958,61.56326041856422,3212.175407895958,50.6891815587502,50.6891815587502
pop,SVMR,33,2975.0,0.8605042016806723,0.7637387407550457,0.6578730420445177,0.6121509665541577,0.751412429378531,0.5850439882697948,682.0,2293.0,399.0,132.0,283.0,2161.0,0.001150734369584559,-0.2145246485625469,-62.370038913983166,0.0,50.630851775364434,61.56326041856422,3212.175407895958,50.6891815587502,50.6891815587502
pop,Online,34,3057.0,0.858684985279686,0.805110719956672,0.6918687589158345,0.7014752675730402,0.6764295676429568,0.708029197080292,685.0,2372.0,485.0,232.0,200.0,2140.0,0.0,-0.217698029450003,-61.201824876385956,0.0,52.00790369810217,63.329921849004535,3234.986518017297,52.00790369810217,52.00790369810217
pop,Always Hot,34,3057.0,0.22407589139679424,0.5,0.36611437733832175,0.5908228393996895,0.22407589139679424,1.0,685.0,2372.0,685.0,2372.0,0.0,0.0,-0.217698029450003,-0.217698029450003,-61.201824876385956,0.0,63.329921849004535,63.329921849004535,3234.986518017297,52.00790369810217,52.00790369810217
pop,Always Warm,34,3057.0,0.7759241086032057,0.5,0.0,0.0,0.0,0.0,685.0,2372.0,0.0,0.0,685.0,2372.0,-61.201824876385956,-0.217698029450003,-61.201824876385956,0.0,3234.986518017297,63.329921849004535,3234.986518017297,52.00790369810217,52.00790369810217
pop,SVMR,34,3057.0,0.8665358194308145,0.7655241811400648,0.6616915422885572,0.6117755289788408,0.7658349328214972,0.5824817518248175,685.0,2372.0,399.0,122.0,286.0,2250.0,-2.302248893989598,-0.217698029450003,-61.201824876385956,0.0,171.7430424657754,63.329921849004535,3234.986518017297,52.00790369810217,52.00790369810217
pop,Online,35,3125.0,0.87424,0.8212974749033767,0.7257501744591766,0.724233983286908,0.7282913165266106,0.7232267037552156,719.0,2406.0,520.0,194.0,199.0,2212.0,0.0,-0.26046367543813814,-57.302910901900624,0.0,51.46477534528377,64.86947988731445,3000.5462115424116,51.46477534528377,51.46477534528377
pop,Always Hot,35,3125.0,0.23008,0.5,0.3740894901144641,0.5990668221963006,0.23008,1.0,719.0,2406.0,719.0,2406.0,0.0,0.0,-0.26046367543813814,-0.26046367543813814,-57.302910901900624,0.0,64.86947988731445,64.86947988731445,3000.5462115424116,51.46477534528377,51.46477534528377
pop,Always Warm,35,3125.0,0.76992,0.5,0.0,0.0,0.0,0.0,719.0,2406.0,0.0,0.0,719.0,2406.0,-57.302910901900624,-0.26046367543813814,-57.302910901900624,0.0,3000.5462115424116,64.86947988731445,3000.5462115424116,51.46477534528377,51.46477534528377
pop,SVMR,35,3125.0,0.87616,0.778660673305147,0.6896551724137931,0.6316098707403055,0.8143939393939394,0.5980528511821975,719.0,2406.0,430.0,98.0,289.0,2308.0,-0.04704060319337729,-0.26046367543813814,-57.302910901900624,0.0,53.88570942073757,64.86947988731445,3000.5462115424116,51.46477534528377,51.46477534528377
pop,Online,36,3177.0,0.8589864652187599,0.8035514491625331,0.6972972972972973,0.6989975616364129,0.6944818304172274,0.7001356852103121,737.0,2440.0,516.0,227.0,221.0,2213.0,0.0,-0.22181926679982109,-58.50975131449462,0.0,55.3260113216525,67.59838658798006,3292.437174974454,55.3260113216525,55.3260113216525
pop,Always Hot,36,3177.0,0.23197985520931697,0.5,0.3765968318855391,0.6016326530612245,0.23197985520931697,1.0,737.0,2440.0,737.0,2440.0,0.0,0.0,-0.22181926679982109,-0.22181926679982109,-58.50975131449462,0.0,67.59838658798006,67.59838658798006,3292.437174974454,55.3260113216525,55.3260113216525
pop,Always Warm,36,3177.0,0.768020144790683,0.5,0.0,0.0,0.0,0.0,737.0,2440.0,0.0,0.0,737.0,2440.0,-58.50975131449462,-0.22181926679982109,-58.50975131449462,0.0,3292.437174974454,67.59838658798006,3292.437174974454,55.3260113216525,55.3260113216525
pop,SVMR,36,3177.0,0.8596159899276047,0.7528224192005696,0.6465927099841522,0.5873884249928016,0.7771428571428571,0.55359565807327,737.0,2440.0,408.0,117.0,329.0,2323.0,-0.325407767495079,-0.22181926679982109,-58.50975131449462,0.0,73.32952515023891,67.59838658798006,3292.437174974454,55.3260113216525,55.3260113216525
pop,Online,37,3257.0,0.8593797973595333,0.8085352770206498,0.6909581646423751,0.7069870201601768,0.6657997399219766,0.7180925666199158,713.0,2544.0,512.0,257.0,201.0,2287.0,0.0,-0.22469827339008003,-57.34861102213341,0.0,57.908716292076846,70.92070485714251,3378.8931617174717,57.908716292076846,57.908716292076846
pop,Always Hot,37,3257.0,0.21891311022413265,0.5,0.35919395465994963,0.5835652316254706,0.21891311022413265,1.0,713.0,2544.0,713.0,2544.0,0.0,0.0,-0.22469827339008003,-0.22469827339008003,-57.34861102213341,0.0,70.92070485714251,70.92070485714251,3378.8931617174717,57.908716292076846,57.908716292076846
pop,Always Warm,37,3257.0,0.7810868897758674,0.5,0.0,0.0,0.0,0.0,713.0,2544.0,0.0,0.0,713.0,2544.0,-57.34861102213341,-0.22469827339008003,-57.34861102213341,0.0,3378.8931617174717,70.92070485714251,3378.8931617174717,57.908716292076846,57.908716292076846
pop,SVMR,37,3257.0,0.8695118206938901,0.7716150864008046,0.6671887235708692,0.6235362997658079,0.7553191489361702,0.5974754558204769,713.0,2544.0,426.0,138.0,287.0,2406.0,0.0017284507810544252,-0.22469827339008003,-57.34861102213341,0.0,57.80862392617195,70.92070485714251,3378.8931617174717,57.908716292076846,57.908716292076846
pop,Online,38,3339.0,0.8613357292602576,0.7996835137224585,0.6907147628590514,0.6887823074873435,0.6939597315436241,0.6875,752.0,2587.0,517.0,228.0,235.0,2359.0,0.0,-0.23775864578186148,-64.29381426157731,0.0,59.728732204631434,73.92975468787206,3899.916746648696,59.728732204631434,59.728732204631434
pop,Always Hot,38,3339.0,0.22521713087750825,0.5,0.36763627474945,0.5924058610367102,0.22521713087750825,1.0,752.0,2587.0,752.0,2587.0,0.0,0.0,-0.23775864578186148,-0.23775864578186148,-64.29381426157731,0.0,73.92975468787206,73.92975468787206,3899.916746648696,59.728732204631434,59.728732204631434
pop,Always Warm,38,3339.0,0.7747828691224917,0.5,0.0,0.0,0.0,0.0,752.0,2587.0,0.0,0.0,752.0,2587.0,-64.29381426157731,-0.23775864578186148,-64.29381426157731,0.0,3899.916746648696,73.92975468787206,3899.916746648696,59.728732204631434,59.728732204631434
pop,SVMR,38,3339.0,0.8682240191674154,0.7626262963754945,0.6610169491525424,0.6035453010692178,0.7857142857142857,0.5704787234042553,752.0,2587.0,429.0,117.0,323.0,2470.0,0.0009782658380213278,-0.23775864578186148,-64.29381426157731,0.0,59.67030162636732,73.92975468787206,3899.916746648696,59.728732204631434,59.728732204631434
pop,Online,39,3419.0,0.8587306229891781,0.8069870964258721,0.668496911461908,0.699310740953475,0.6227621483375959,0.7214814814814815,675.0,2744.0,487.0,295.0,188.0,2449.0,0.0,-0.20107153591769694,-70.15072645683999,0.0,65.79150697057743,79.0203063274913,4681.113515646836,65.79150697057743,65.79150697057743
pop,Always Hot,39,3419.0,0.1974261479964902,0.5,0.32975085490962386,0.5515607125347279,0.1974261479964902,1.0,675.0,2744.0,675.0,2744.0,0.0,0.0,-0.20107153591769694,-0.20107153591769694,-70.15072645683999,0.0,79.0203063274913,79.0203063274913,4681.113515646836,65.79150697057743,65.79150697057743
pop,Always Warm,39,3419.0,0.8025738520035098,0.5,0.0,0.0,0.0,0.0,675.0,2744.0,0.0,0.0,675.0,2744.0,-70.15072645683999,-0.20107153591769694,-70.15072645683999,0.0,4681.113515646836,79.0203063274913,4681.113515646836,65.79150697057743,65.79150697057743
pop,SVMR,39,3419.0,0.8815443112021059,0.7876884245761796,0.6783161239078633,0.6501218026796589,0.7311643835616438,0.6325925925925926,675.0,2744.0,427.0,157.0,248.0,2587.0,-0.00018547773580952017,-0.20107153591769694,-70.15072645683999,0.0,65.80370983032583,79.0203063274913,4681.113515646836,65.79150697057743,65.79150697057743
pop,Online,40,3497.0,0.8467257649413783,0.7632741800099125,0.58125,0.6140640475404424,0.533715925394548,0.6380789022298456,583.0,2914.0,372.0,325.0,211.0,2589.0,0.0,-0.21718761023305072,-67.33629457709037,0.0,67.68856857711516,82.38968702647477,4625.585961787324,67.68856857711516,67.68856857711516
pop,Always Hot,40,3497.0,0.16671432656562768,0.5,0.2857843137254902,0.5000857780065191,0.16671432656562768,1.0,583.0,2914.0,583.0,2914.0,0.0,0.0,-0.21718761023305072,-0.21718761023305072,-67.33629457709037,0.0,82.38968702647477,82.38968702647477,4625.585961787324,67.68856857711516,67.68856857711516
pop,Always Warm,40,3497.0,0.8332856734343723,0.5,0.0,0.0,0.0,0.0,583.0,2914.0,0.0,0.0,583.0,2914.0,-67.33629457709037,-0.21718761023305072,-67.33629457709037,0.0,4625.585961787324,82.38968702647477,4625.585961787324,67.68856857711516,67.68856857711516
pop,SVMR,40,3497.0,0.8661710037174721,0.7317209991158787,0.569060773480663,0.544973544973545,0.614314115308151,0.5300171526586621,583.0,2914.0,309.0,194.0,274.0,2720.0,-0.28543841789027985,-0.21718761023305072,-67.33629457709037,0.0,87.00948650102463,82.38968702647477,4625.585961787324,67.68856857711516,67.68856857711516
pop,Online,41,3548.0,0.8478015783540023,0.7345259477781861,0.5921450151057401,0.5620877545167766,0.6500829187396352,0.5436893203883495,721.0,2827.0,392.0,211.0,329.0,2616.0,0.0,-0.26112705307713846,-38.324955908825515,0.0,66.70251238565895,84.1203428777674,2623.073358573926,66.70251238565895,66.70251238565895
pop,Always Hot,41,3548.0,0.2032130777903044,0.5,0.3377840243616772,0.560478855721393,0.2032130777903044,1.0,721.0,2827.0,721.0,2827.0,0.0,0.0,-0.26112705307713846,-0.26112705307713846,-38.324955908825515,0.0,84.1203428777674,84.1203428777674,2623.073358573926,66.70251238565895,66.70251238565895
pop,Always Warm,41,3548.0,0.7967869222096956,0.5,0.0,0.0,0.0,0.0,721.0,2827.0,0.0,0.0,721.0,2827.0,-38.324955908825515,-0.26112705307713846,-38.324955908825515,0.0,2623.073358573926,84.1203428777674,2623.073358573926,66.70251238565895,66.70251238565895
pop,SVMR,41,3548.0,0.8444193912063134,0.6492284867487921,0.4556213017751479,0.3635505193578848,0.78839590443686,0.32038834951456313,721.0,2827.0,231.0,62.0,490.0,2765.0,-0.22069611001565786,-0.26112705307713846,-38.324955908825515,0.0,81.42349739744512,84.1203428777674,2623.073358573926,66.70251238565895,66.70251238565895
pop,Online,42,3585.0,0.8596931659693166,0.7840994759188641,0.6566552901023891,0.6563864628820961,0.657103825136612,0.6562073669849932,733.0,2852.0,481.0,251.0,252.0,2601.0,0.0,-0.22449249007104768,-42.68491874168421,0.0,69.98906055171437,85.70107903270207,3057.466423008458,69.98906055171437,69.98906055171437
pop,Always Hot,42,3585.0,0.20446304044630403,0.5,0.33950903195924037,0.5623753260702777,0.20446304044630403,1.0,733.0,2852.0,733.0,2852.0,0.0,0.0,-0.22449249007104768,-0.22449249007104768,-42.68491874168421,0.0,85.70107903270207,85.70107903270207,3057.466423008458,69.98906055171437,69.98906055171437
pop,Always Warm,42,3585.0,0.795536959553696,0.5,0.0,0.0,0.0,0.0,733.0,2852.0,0.0,0.0,733.0,2852.0,-42.68491874168421,-0.22449249007104768,-42.68491874168421,0.0,3057.466423008458,85.70107903270207,3057.466423008458,69.98906055171437,69.98906055171437
pop,SVMR,42,3585.0,0.8688981868898187,0.7331218703898942,0.6109271523178808,0.5415321397123569,0.7768421052631579,0.5034106412005457,733.0,2852.0,369.0,106.0,364.0,2746.0,-0.45922517041268524,-0.22449249007104768,-42.68491874168421,0.0,102.12979881059915,85.70107903270207,3057.466423008458,69.98906055171437,69.98906055171437
pop,Online,43,3652.0,0.8877327491785323,0.8283839004545843,0.7288359788359788,0.7276809297411516,0.7307692307692307,0.7269129287598944,758.0,2894.0,551.0,203.0,207.0,2691.0,0.0,-0.22389548521856156,-204.08500739710567,0.0,72.11659902314408,88.26317995374336,14790.033244115606,72.11659902314408,72.11659902314408
pop,Always Hot,43,3652.0,0.20755750273822562,0.5,0.3437641723356009,0.5670257330939558,0.20755750273822562,1.0,758.0,2894.0,758.0,2894.0,0.0,0.0,-0.22389548521856156,-0.22389548521856156,-204.08500739710567,0.0,88.26317995374336,88.26317995374336,14790.033244115606,72.11659902314408,72.11659902314408
pop,Always Warm,43,3652.0,0.7924424972617744,0.5,0.0,0.0,0.0,0.0,758.0,2894.0,0.0,0.0,758.0,2894.0,-204.08500739710567,-0.22389548521856156,-204.08500739710567,0.0,14790.033244115606,88.26317995374336,14790.033244115606,72.11659902314408,72.11659902314408
